Temperature,Humidity,Soil Moisture,pH,N,P,K,Crop
27.1,77.8,581,5.56,83,43,29,Rice
20.1,84.1,318,6.25,78,35,95,Potato
27.7,70.8,550,6.83,45,51,74,Soybean
20.5,78.3,460,6.02,79,74,110,Potato
20.7,78.3,567,6.17,109,41,59,Potato
29.7,45.1,505,6.82,116,38,31,Maize
22.5,82.6,470,6.08,65,48,39,Rice
24.8,59.4,352,6.42,30,50,48,Groundnut
17.9,62.5,456,7.23,45,49,53,Wheat
29.6,39.9,389,5.73,65,47,40,Millet
29.8,76.2,531,7.28,97,43,100,Sugarcane
27.8,54.2,417,7.66,44,53,52,Chickpea
33.2,62.0,712,7.48,89,66,71,Sugarcane
27.2,41.4,499,6.35,56,43,39,Wheat
22.2,59.4,201,6.84,29,36,37,Chickpea
31.8,61.3,614,7.17,83,42,97,Sugarcane
18.4,67.5,353,5.78,79,41,56,Tomato
28.8,62.1,235,7.51,34,35,55,Chickpea
26.6,55.2,393,6.39,51,52,54,Soybean
27.1,57.8,357,5.71,56,25,57,Groundnut
26.4,48.0,292,6.89,45,48,56,Millet
27.3,53.0,463,5.66,65,33,73,Tomato
31.7,47.6,447,5.86,40,44,70,Groundnut
23.6,66.1,358,5.96,67,55,112,Potato
27.4,59.7,265,6.43,55,26,30,Millet
15.3,68.8,391,7.38,72,55,61,Wheat
18.4,75.8,410,5.03,80,57,62,Potato
29.6,63.7,433,7.24,35,38,59,Chickpea
23.4,58.4,329,6.47,37,52,48,Barley
21.6,36.4,343,7.95,34,40,31,Chickpea
25.3,44.5,316,6.95,24,35,42,Chickpea
25.6,55.6,373,6.13,20,60,36,Chickpea
21.2,37.3,259,6.28,42,36,70,Chickpea
23.5,48.9,524,6.64,63,37,68,Wheat
23.7,67.2,274,5.93,29,26,55,Groundnut
19.2,39.8,370,6.38,78,24,52,Barley
21.8,56.3,305,6.36,86,32,66,Tomato
30.9,48.0,294,5.87,89,28,49,Cotton
21.1,71.4,324,6.92,51,53,74,Soybean
24.9,44.7,256,6.26,40,37,43,Barley
15.5,77.7,435,6.3,73,47,66,Potato
28.3,58.1,363,5.74,50,66,68,Tomato
32.5,87.4,710,7.34,82,38,63,Sugarcane
29.5,73.1,500,6.47,40,28,42,Groundnut
35.7,64.9,465,6.59,78,56,79,Cotton
23.2,93.6,375,5.75,96,52,50,Rice
32.1,41.2,416,7.73,89,53,37,Cotton
22.3,60.4,542,7.29,106,61,99,Sugarcane
24.5,64.8,410,6.24,74,66,52,Tomato
24.2,73.4,598,7.35,55,31,58,Soybean
29.8,84.3,468,7.47,126,33,79,Sugarcane
20.2,72.1,289,7.09,90,50,36,Wheat
21.4,63.1,296,6.96,64,31,48,Wheat
26.5,52.9,478,6.07,68,49,41,Wheat
29.4,51.8,526,7.36,34,34,38,Soybean
17.6,65.0,473,6.45,106,38,86,Potato
21.9,43.7,485,7.12,62,54,52,Barley
22.4,48.8,396,7.16,78,48,49,Barley
24.3,84.2,729,7.42,82,69,61,Sugarcane
32.4,68.5,642,6.63,81,49,83,Sugarcane
18.2,46.8,353,7.13,89,39,39,Barley
27.0,45.4,269,6.69,49,28,41,Wheat
17.1,35.8,287,6.29,67,39,29,Barley
31.2,60.5,331,6.07,48,32,61,Groundnut
25.2,52.7,302,7.98,51,48,70,Cotton
36.8,50.7,369,6.87,98,26,63,Cotton
18.7,42.4,349,6.48,68,41,64,Wheat
24.0,63.4,483,5.66,25,53,61,Groundnut
33.2,52.2,351,7.26,99,55,88,Cotton
26.8,85.9,437,5.62,114,52,66,Rice
31.1,55.1,233,6.01,69,31,35,Millet
27.1,57.8,318,6.99,53,35,42,Groundnut
29.1,87.6,582,5.61,74,41,65,Rice
22.3,76.8,580,6.24,82,60,49,Rice
22.8,86.2,370,5.87,88,53,58,Rice
23.2,70.8,632,6.51,132,51,58,Sugarcane
24.5,57.1,283,7.47,61,35,26,Barley
29.4,60.2,322,5.54,100,25,64,Cotton
16.5,69.0,336,5.06,76,61,51,Potato
22.6,66.0,592,6.14,70,32,38,Soybean
27.0,39.9,349,6.9,25,47,46,Millet
26.5,61.1,337,6.87,75,34,30,Wheat
24.3,54.6,214,6.87,66,31,57,Millet
18.9,75.2,477,5.24,53,34,89,Potato
18.2,53.2,320,6.3,21,60,66,Chickpea
19.7,51.1,269,6.46,78,33,52,Barley
30.4,58.5,317,5.55,58,27,39,Groundnut
23.7,89.9,436,5.71,94,56,36,Rice
20.8,68.7,586,5.87,114,54,55,Maize
25.8,61.3,352,5.72,54,43,100,Tomato
31.5,43.6,410,5.97,48,22,20,Millet
30.6,63.0,656,7.13,85,49,103,Sugarcane
25.8,47.7,437,6.88,35,48,37,Chickpea
30.2,56.8,223,6.75,57,34,57,Millet
29.4,81.8,613,6.68,141,53,113,Sugarcane
26.6,55.6,262,5.8,59,25,36,Groundnut
23.6,67.4,322,6.75,56,57,85,Potato
19.3,54.9,499,5.94,89,64,63,Tomato
32.3,89.4,457,6.21,84,45,70,Sugarcane
28.2,62.0,406,5.68,38,39,56,Millet
24.7,54.5,304,7.15,76,42,68,Wheat
29.9,72.4,506,7.12,112,67,78,Maize
18.8,43.8,348,6.83,42,32,70,Chickpea
22.8,45.3,441,5.94,29,44,40,Groundnut
25.8,46.4,201,6.59,46,60,62,Chickpea
20.5,61.7,343,5.51,78,70,119,Potato
30.3,64.9,447,6.13,70,24,27,Millet
21.7,62.2,460,6.53,82,68,64,Maize
30.6,70.5,440,6.07,103,31,74,Maize
25.0,54.1,386,6.18,42,49,43,Millet
23.0,89.6,585,5.52,119,35,53,Rice
34.6,53.7,353,7.18,79,58,64,Cotton
24.9,65.8,381,5.91,61,39,85,Tomato
23.1,72.4,426,5.86,99,58,41,Rice
19.6,52.7,401,7.36,56,54,65,Barley
28.4,91.9,633,6.9,105,58,32,Rice
34.0,63.4,416,7.37,43,20,51,Millet
28.9,92.6,373,5.99,63,43,47,Rice
34.7,58.2,258,6.01,69,31,49,Millet
24.1,60.5,456,6.65,70,42,90,Tomato
31.8,61.6,445,7.02,40,39,36,Soybean
28.5,68.1,463,5.95,53,45,31,Groundnut
27.9,79.7,459,5.81,108,29,61,Rice
24.7,56.5,431,7.7,49,56,52,Chickpea
25.2,59.4,523,6.42,89,38,100,Tomato
29.4,88.4,464,7.07,142,57,67,Sugarcane
26.3,91.7,443,5.58,84,45,38,Rice
22.7,58.6,488,6.35,46,36,42,Groundnut
18.1,63.9,454,5.97,53,36,71,Tomato
15.8,60.0,520,7.48,70,38,52,Wheat
31.0,74.8,543,6.31,97,41,58,Maize
22.3,63.3,473,5.92,24,38,47,Groundnut
29.0,68.5,409,6.76,38,51,42,Soybean
23.4,72.9,470,6.71,60,44,30,Groundnut
18.5,84.8,589,5.28,102,72,73,Potato
25.1,78.1,304,7.37,28,66,48,Soybean
15.3,65.1,517,6.0,61,73,62,Potato
30.5,67.1,390,6.82,54,31,39,Groundnut
33.6,61.2,353,7.47,55,46,39,Millet
23.9,68.0,431,6.1,49,37,26,Wheat
24.4,69.4,403,5.55,83,60,53,Tomato
29.1,75.9,521,5.98,94,30,33,Rice
22.7,76.3,465,5.27,106,72,59,Potato
32.6,82.5,703,7.01,132,53,105,Sugarcane
25.7,62.2,482,6.97,31,55,66,Soybean
24.1,34.2,241,7.14,21,23,48,Millet
26.8,35.3,418,6.67,21,41,29,Chickpea
21.3,55.3,400,6.81,71,32,61,Wheat
21.7,52.8,287,6.87,45,36,65,Barley
28.4,50.5,516,5.65,56,32,51,Tomato
24.8,60.1,296,6.33,58,45,34,Wheat
22.8,83.6,507,6.79,114,67,117,Sugarcane
25.3,54.6,271,5.99,37,46,38,Groundnut
23.9,60.5,309,7.08,30,31,40,Soybean
16.3,58.1,335,7.31,42,39,36,Barley
21.6,38.6,289,6.25,44,54,40,Barley
30.8,52.8,466,6.84,51,43,72,Soybean
21.7,44.4,454,6.12,63,31,59,Barley
32.3,67.0,475,7.08,129,50,117,Sugarcane
28.1,80.7,665,5.71,73,38,28,Rice
28.8,83.8,586,6.91,73,53,43,Rice
28.2,60.6,350,7.5,31,42,61,Chickpea
27.6,47.8,206,7.0,44,31,42,Chickpea
22.8,80.8,560,6.1,128,31,54,Sugarcane
24.4,86.6,538,6.21,93,47,52,Rice
21.6,71.4,454,6.4,56,39,86,Potato
25.6,55.4,388,7.34,45,25,45,Millet
30.7,55.1,208,7.5,49,44,36,Millet
22.3,88.4,500,6.44,132,31,108,Sugarcane
31.1,74.2,435,6.35,28,48,37,Groundnut
29.6,78.0,336,6.19,92,32,60,Tomato
24.5,63.7,471,6.8,80,49,39,Cotton
25.1,66.6,346,7.01,84,56,63,Maize
30.9,70.9,300,7.75,106,54,35,Cotton
23.2,63.5,543,5.56,60,37,54,Tomato
30.2,30.9,224,5.7,23,36,40,Millet
23.7,46.6,457,6.38,42,40,57,Groundnut
28.6,43.5,294,7.1,27,55,35,Chickpea
33.1,47.8,299,6.84,65,49,84,Cotton
15.8,68.1,457,6.54,89,47,53,Barley
37.7,48.1,439,6.88,57,48,81,Cotton
22.2,50.7,273,6.38,28,49,33,Chickpea
14.0,49.5,445,6.17,75,47,63,Barley
25.3,94.9,621,5.94,92,52,31,Rice
30.1,72.6,453,6.8,62,60,77,Cotton
32.4,67.7,525,6.83,108,45,109,Sugarcane
27.1,61.3,378,8.0,88,51,36,Cotton
16.5,42.4,362,7.02,54,40,51,Wheat
22.0,65.8,505,7.1,134,46,84,Sugarcane
33.7,56.8,289,6.69,36,43,41,Millet
27.3,89.8,378,6.65,120,39,61,Rice
13.8,38.1,309,6.0,78,55,57,Barley
29.4,70.1,356,5.87,90,48,49,Rice
22.7,62.5,442,6.04,44,46,52,Groundnut
27.5,49.5,437,7.26,20,29,48,Millet
28.6,86.0,655,6.96,63,46,40,Rice
34.3,60.5,644,7.21,131,36,95,Sugarcane
26.9,39.6,345,7.69,37,58,41,Chickpea
25.0,41.4,406,6.37,39,40,29,Millet
21.6,74.0,308,6.5,68,30,94,Potato
23.8,57.6,329,7.25,46,37,30,Chickpea
27.2,68.8,649,6.03,108,50,104,Sugarcane
26.9,69.1,694,6.95,85,61,54,Sugarcane
29.5,77.3,489,6.6,94,64,92,Tomato
34.3,72.8,672,6.57,142,31,112,Sugarcane
15.7,52.0,255,6.7,72,50,61,Wheat
20.1,71.9,428,6.12,85,53,49,Maize
30.0,63.6,446,7.55,84,42,46,Cotton
28.0,45.6,322,6.04,56,51,58,Groundnut
24.7,83.8,551,5.54,101,55,72,Potato
23.0,36.1,260,6.42,40,58,54,Chickpea
28.3,61.8,351,6.32,20,48,59,Groundnut
18.1,66.8,389,6.43,87,54,42,Wheat
34.0,69.7,572,6.85,124,49,74,Sugarcane
32.3,86.6,501,6.13,109,66,85,Sugarcane
22.6,71.4,356,5.63,45,33,30,Groundnut
19.1,43.7,358,6.82,38,40,60,Barley
21.1,79.3,577,6.04,69,41,46,Maize
23.7,65.5,421,6.67,56,33,40,Wheat
26.6,59.0,295,7.22,54,25,51,Millet
29.8,56.6,476,6.52,35,25,69,Groundnut
26.1,49.1,251,6.94,57,33,66,Groundnut
28.1,38.2,415,6.16,47,42,30,Millet
25.3,56.3,414,6.84,102,54,41,Cotton
24.3,70.3,468,6.55,60,39,54,Tomato
15.7,56.0,357,7.05,65,34,55,Barley
30.1,62.4,701,6.69,114,34,107,Sugarcane
18.1,74.8,386,6.56,70,33,68,Potato
31.6,64.0,498,6.9,21,49,41,Groundnut
29.2,88.2,708,6.27,145,42,68,Sugarcane
27.1,47.3,501,7.39,93,25,54,Wheat
28.9,44.8,220,7.59,25,28,30,Chickpea
27.3,61.4,373,5.59,54,43,34,Groundnut
33.7,54.5,453,7.09,58,40,59,Cotton
25.9,58.0,497,5.61,58,59,78,Tomato
26.0,40.9,355,7.6,39,49,43,Chickpea
27.5,94.7,402,6.6,101,40,44,Rice
29.3,85.1,363,5.64,103,26,68,Rice
31.2,40.7,337,5.97,44,39,57,Millet
29.3,58.6,495,5.87,32,27,69,Groundnut
30.0,77.2,428,6.29,69,59,56,Tomato
24.7,74.6,354,6.1,99,48,64,Wheat
27.6,60.6,305,5.97,65,37,61,Maize
27.7,64.7,523,6.93,74,46,37,Maize
33.8,88.7,661,6.08,107,51,120,Sugarcane
29.8,51.6,267,6.95,28,36,55,Millet
28.9,67.8,368,6.53,102,50,35,Cotton
30.1,63.8,415,6.12,57,39,42,Cotton
36.0,66.2,250,6.59,81,60,74,Cotton
29.9,68.8,317,6.03,58,31,81,Tomato
25.7,61.3,450,6.86,45,31,27,Chickpea
30.2,40.9,334,6.39,25,29,36,Millet
22.1,76.5,611,6.62,95,39,53,Rice
27.7,76.3,383,6.95,57,32,50,Tomato
25.6,60.1,607,6.65,129,58,77,Sugarcane
27.4,42.4,305,7.03,78,44,45,Wheat
26.5,69.7,487,6.56,35,49,58,Groundnut
29.0,64.0,423,6.13,26,31,66,Chickpea
22.9,72.1,516,7.18,67,33,53,Maize
23.0,65.2,382,5.82,109,35,71,Maize
22.8,55.1,334,5.58,58,52,41,Groundnut
28.2,40.6,440,6.17,40,29,46,Millet
27.7,83.1,707,7.15,104,43,90,Sugarcane
27.4,40.8,463,7.45,74,28,55,Wheat
25.9,85.9,682,6.52,64,44,69,Rice
23.2,65.4,502,6.02,74,57,53,Maize
31.2,53.8,346,6.13,67,50,51,Maize
24.3,56.8,435,5.65,101,50,88,Cotton
29.0,39.9,441,7.24,28,33,33,Millet
17.8,54.0,423,7.2,79,23,35,Wheat
23.9,81.7,513,7.3,121,56,98,Sugarcane
15.1,65.2,282,7.13,77,22,69,Wheat
34.3,60.6,516,7.4,113,40,87,Sugarcane
16.6,75.2,307,5.95,84,57,116,Potato
35.6,66.4,278,7.3,73,51,77,Cotton
31.7,68.1,447,6.71,49,30,59,Groundnut
31.4,72.5,303,6.05,52,43,39,Groundnut
26.8,53.7,530,6.14,79,53,99,Tomato
27.9,54.2,446,5.53,37,36,66,Groundnut
23.8,53.0,405,6.68,44,54,44,Barley
24.9,76.0,333,5.36,87,58,65,Potato
23.0,54.7,374,6.31,105,53,49,Maize
24.9,63.6,329,7.34,44,34,43,Soybean
25.7,44.4,441,7.71,53,43,29,Chickpea
24.1,78.1,449,6.98,28,39,58,Soybean
35.7,48.8,345,7.0,80,50,54,Cotton
20.4,37.9,403,6.25,36,49,46,Barley
28.0,87.4,595,5.97,85,45,43,Rice
34.5,87.3,461,7.0,140,54,89,Sugarcane
35.0,64.0,392,7.75,91,47,46,Cotton
20.9,51.3,371,6.35,69,54,99,Tomato
22.6,55.4,206,6.75,58,38,36,Chickpea
28.1,68.4,376,6.15,48,59,56,Groundnut
22.9,51.1,519,6.86,79,42,33,Wheat
18.2,56.0,434,7.06,57,43,54,Wheat
25.2,64.2,494,5.83,36,26,51,Groundnut
31.5,81.6,481,6.65,70,32,35,Rice
29.0,46.0,351,6.1,39,55,31,Groundnut
23.2,45.2,338,7.82,38,33,27,Chickpea
27.9,72.7,251,6.69,47,43,37,Groundnut
30.8,49.9,415,6.25,105,59,50,Cotton
23.9,57.8,493,6.79,92,68,80,Tomato
23.9,64.4,475,5.73,23,42,50,Groundnut
21.2,59.5,502,6.41,92,70,72,Tomato
13.7,58.0,375,6.25,84,49,29,Barley
28.1,60.5,475,7.43,41,70,62,Soybean
18.2,68.1,289,6.69,77,50,63,Barley
20.8,70.0,465,5.73,62,59,50,Potato
29.0,57.6,326,6.85,59,31,96,Tomato
23.0,67.1,393,6.68,95,58,82,Potato
22.2,75.4,512,6.68,40,58,51,Soybean
32.3,68.8,394,6.7,71,28,42,Cotton
30.6,49.2,530,6.24,84,58,59,Maize
20.4,82.7,593,5.6,103,69,89,Potato
32.5,70.1,315,7.09,51,38,72,Cotton
20.8,64.1,593,6.12,90,56,98,Potato
30.4,74.2,342,7.38,62,61,76,Soybean
16.5,55.0,499,6.55,56,40,40,Barley
24.1,63.6,375,6.41,25,28,30,Groundnut
22.1,72.0,481,5.82,69,60,63,Rice
25.2,58.1,486,7.31,26,64,73,Soybean
20.5,46.7,314,6.78,90,40,39,Barley
21.8,49.5,453,6.98,93,57,48,Maize
21.1,84.3,445,5.12,84,49,62,Potato
27.8,65.5,336,7.09,52,44,63,Cotton
13.4,46.7,477,6.25,63,50,50,Barley
28.7,86.8,649,6.07,100,48,31,Rice
14.4,41.4,329,7.37,51,51,46,Barley
23.2,60.8,414,6.23,57,54,37,Chickpea
28.8,63.4,336,6.63,37,29,30,Chickpea
23.4,65.7,564,6.59,28,49,41,Soybean
23.0,55.1,326,6.34,50,33,65,Soybean
30.0,52.2,499,6.99,28,56,76,Soybean
27.1,73.0,452,6.69,75,56,26,Rice
33.8,73.4,559,6.28,139,44,108,Sugarcane
27.0,65.7,490,5.53,104,26,83,Cotton
22.9,53.4,426,5.67,60,65,91,Tomato
20.6,63.9,300,7.72,28,55,49,Chickpea
19.2,62.2,479,6.75,80,55,61,Potato
22.9,58.6,557,7.07,33,67,57,Soybean
16.1,62.8,523,5.38,73,51,120,Potato
26.4,52.4,407,7.43,58,64,58,Soybean
30.5,37.3,245,6.47,47,44,34,Millet
27.1,54.1,562,6.8,102,38,39,Maize
31.8,86.9,554,6.95,81,52,31,Rice
30.1,59.6,321,5.97,42,39,45,Groundnut
34.7,32.1,304,6.83,46,43,21,Millet
24.0,67.7,493,7.04,53,29,65,Wheat
26.3,73.9,538,5.84,59,52,46,Tomato
22.7,61.1,544,6.73,84,54,88,Tomato
24.6,39.3,284,6.16,44,41,40,Millet
22.7,39.1,279,6.23,84,30,64,Barley
21.3,62.1,317,6.54,29,47,49,Chickpea
24.1,33.0,237,7.34,57,28,36,Millet
26.5,68.8,439,5.98,98,57,45,Tomato
27.2,64.6,320,6.27,33,55,49,Groundnut
28.7,71.0,499,5.98,66,31,38,Maize
26.4,58.2,298,6.65,86,35,55,Wheat
20.4,70.5,463,5.85,55,41,74,Potato
27.9,85.5,564,6.49,96,58,45,Rice
24.7,50.7,419,6.56,77,38,54,Wheat
17.2,44.9,261,7.01,63,36,41,Barley
27.1,31.1,431,6.58,70,35,52,Millet
24.8,92.1,367,6.42,99,40,66,Rice
22.2,91.8,372,6.45,83,41,26,Rice
22.7,66.2,475,6.68,73,68,54,Tomato
23.6,65.2,403,6.18,110,60,35,Maize
24.2,48.8,340,6.63,33,32,44,Groundnut
26.0,35.9,419,7.81,60,38,60,Chickpea
23.7,74.0,636,6.14,89,39,50,Rice
22.6,55.7,563,6.96,62,59,69,Maize
29.0,75.4,663,5.93,118,56,37,Rice
26.6,62.6,279,6.5,26,39,69,Groundnut
30.2,72.9,375,5.68,29,51,50,Groundnut
31.7,60.8,341,5.73,61,39,26,Millet
36.7,52.4,285,6.67,96,54,52,Cotton
26.9,55.2,498,5.98,77,60,48,Tomato
24.8,55.3,322,5.61,72,40,53,Cotton
31.5,54.6,405,6.14,105,67,58,Maize
27.5,40.1,379,6.02,71,51,59,Wheat
24.6,61.3,426,6.76,61,25,54,Cotton
32.0,81.9,638,6.36,144,63,72,Sugarcane
26.3,51.0,519,6.0,51,56,55,Tomato
22.8,51.1,428,7.29,85,39,36,Barley
24.0,85.7,749,7.01,121,64,108,Sugarcane
27.3,51.8,321,5.53,28,52,55,Groundnut
24.3,75.4,378,5.71,78,39,61,Rice
26.4,63.4,598,7.16,50,33,65,Soybean
35.1,60.6,292,7.49,96,56,62,Cotton
24.1,81.1,476,6.78,67,46,82,Potato
34.4,30.2,323,6.46,67,43,43,Millet
21.1,48.8,310,7.35,57,46,37,Chickpea
26.5,81.6,411,5.64,111,44,70,Rice
27.8,63.8,390,5.57,47,25,40,Groundnut
25.8,61.0,213,7.33,21,37,30,Chickpea
18.1,69.2,539,5.61,59,42,59,Potato
27.8,43.2,346,7.94,58,38,60,Cotton
22.4,66.6,404,6.34,22,35,32,Groundnut
22.6,54.0,509,7.17,55,32,74,Soybean
26.5,43.7,298,7.27,69,50,59,Millet
23.1,49.5,333,6.84,37,34,52,Chickpea
21.1,40.8,275,7.21,32,43,31,Chickpea
22.6,63.2,272,6.38,43,38,37,Wheat
27.4,71.8,422,6.96,58,41,85,Cotton
25.4,32.9,268,6.2,61,44,38,Millet
28.8,77.7,490,5.83,95,46,90,Tomato
22.0,80.9,632,7.13,101,31,62,Sugarcane
22.8,50.5,372,6.88,26,37,41,Soybean
20.7,57.2,477,6.77,74,34,25,Barley
13.5,66.0,342,6.61,86,45,33,Barley
30.6,58.3,301,6.09,27,28,64,Groundnut
19.2,47.3,408,6.54,21,42,27,Chickpea
26.9,70.2,632,6.12,61,58,42,Rice
23.4,49.4,560,7.16,116,61,43,Maize
30.3,72.8,699,7.2,147,33,115,Sugarcane
33.0,56.1,223,6.4,54,31,44,Millet
26.2,73.7,510,7.14,40,63,76,Soybean
22.3,35.1,345,7.12,24,60,54,Chickpea
13.3,43.1,446,6.13,37,45,39,Barley
26.1,80.4,621,5.7,75,41,38,Rice
21.4,74.6,496,5.69,92,69,71,Tomato
19.7,51.9,281,6.94,40,39,69,Chickpea
27.4,74.5,444,5.87,54,34,41,Groundnut
19.7,43.1,277,7.86,32,30,26,Chickpea
20.4,62.0,305,5.37,107,40,63,Potato
20.9,68.2,513,6.56,66,47,77,Tomato
24.9,64.6,587,6.76,30,66,48,Soybean
30.4,41.2,247,5.94,62,23,55,Millet
24.4,56.7,439,6.0,111,44,47,Maize
26.2,44.9,525,6.29,86,24,29,Wheat
20.1,70.4,475,6.72,87,54,94,Tomato
19.9,42.2,409,6.86,41,41,68,Chickpea
32.4,77.0,641,7.29,102,42,113,Sugarcane
26.9,73.1,447,6.38,86,38,26,Wheat
19.0,57.3,291,6.43,64,42,51,Barley
24.4,83.7,638,6.51,103,48,74,Sugarcane
15.8,77.2,555,5.17,57,39,100,Potato
28.6,77.0,356,6.79,34,45,58,Soybean
24.7,37.5,386,7.27,44,40,57,Chickpea
20.9,55.7,539,7.37,44,40,66,Soybean
23.6,37.3,402,6.43,54,30,59,Chickpea
24.7,78.0,638,7.26,94,68,102,Sugarcane
28.6,65.3,337,6.82,53,28,36,Groundnut
14.0,45.8,489,6.34,36,51,42,Barley
23.1,80.1,346,5.17,88,59,117,Potato
29.2,49.0,264,6.9,58,54,49,Groundnut
20.2,64.3,366,6.26,107,53,77,Maize
22.6,45.7,431,6.37,41,52,36,Groundnut
31.3,50.2,588,7.39,33,30,75,Soybean
25.6,63.0,246,6.4,57,41,30,Millet
30.6,94.8,506,6.35,63,31,38,Rice
34.7,65.0,365,6.06,51,50,84,Cotton
28.8,56.8,343,6.08,90,66,58,Maize
32.5,83.3,656,6.32,104,69,111,Sugarcane
27.8,54.3,466,6.73,28,44,59,Groundnut
25.9,64.3,589,6.74,98,66,41,Maize
23.4,64.1,407,6.57,86,35,52,Potato
15.0,78.3,308,5.82,98,55,73,Potato
21.0,48.9,336,7.85,40,49,27,Chickpea
28.0,40.4,218,6.88,29,34,31,Millet
23.5,51.7,476,6.41,92,44,67,Maize
24.9,61.7,454,6.18,60,33,65,Groundnut
19.6,40.2,300,7.07,67,40,43,Barley
31.8,62.9,310,5.99,57,21,31,Millet
24.0,93.0,529,5.96,110,39,39,Rice
26.8,47.4,379,6.17,37,46,45,Chickpea
25.9,57.2,314,6.72,41,35,50,Groundnut
25.7,56.3,320,6.91,61,44,87,Tomato
25.0,62.6,331,6.31,65,49,28,Millet
25.0,38.8,375,7.49,44,42,47,Chickpea
29.4,55.5,307,6.01,61,52,69,Cotton
31.7,58.1,275,7.36,42,46,29,Millet
22.7,71.7,567,6.11,73,79,74,Potato
26.4,69.3,669,6.92,96,63,86,Sugarcane
23.3,83.5,537,6.3,118,42,35,Rice
22.3,73.9,351,6.17,40,52,71,Soybean
30.7,83.8,708,6.97,117,46,70,Sugarcane
23.3,84.5,462,5.24,81,64,94,Potato
25.5,72.7,391,6.32,38,36,72,Soybean
31.5,55.5,232,6.16,45,33,47,Millet
28.7,57.2,517,6.81,31,32,39,Soybean
22.7,67.2,433,5.4,62,49,65,Potato
18.3,50.1,235,6.5,39,40,55,Chickpea
25.9,69.3,432,6.23,46,27,30,Wheat
25.9,50.6,359,6.49,95,67,66,Tomato
25.1,47.4,319,7.4,52,58,59,Chickpea
22.4,55.7,594,5.92,70,45,63,Maize
18.1,42.8,435,7.07,36,54,39,Barley
32.0,79.6,539,6.04,88,37,60,Maize
26.5,45.0,357,6.57,24,44,33,Chickpea
29.0,82.4,474,5.72,104,25,31,Rice
31.0,41.6,352,7.77,93,43,52,Cotton
31.4,62.0,301,6.21,32,57,71,Soybean
29.0,59.2,455,6.18,60,41,73,Soybean
25.1,59.6,269,7.79,91,55,73,Cotton
20.9,64.5,501,6.28,41,29,28,Wheat
28.8,54.5,306,6.1,57,55,75,Soybean
26.8,77.0,402,6.06,84,48,65,Maize
16.2,69.6,353,5.23,61,32,65,Potato
25.7,71.1,586,6.32,120,37,68,Maize
26.7,68.5,365,6.38,37,65,64,Soybean
22.9,80.8,413,6.56,62,64,63,Potato
31.4,58.3,504,6.16,75,55,35,Maize
20.3,60.1,312,6.63,100,51,46,Maize
24.4,73.4,372,6.47,59,51,51,Soybean
28.7,42.3,419,5.59,34,26,45,Millet
21.0,37.1,376,6.16,78,40,58,Barley
24.9,61.4,228,6.86,37,47,68,Chickpea
27.3,66.4,320,6.3,79,45,40,Tomato
17.5,51.1,511,7.42,98,43,50,Wheat
25.8,79.8,542,6.59,53,53,53,Soybean
23.3,64.9,262,6.06,28,26,36,Groundnut
22.5,57.8,539,7.36,63,59,70,Soybean
19.1,63.2,444,5.96,110,36,93,Potato
30.0,64.6,224,5.86,36,40,36,Millet
35.7,67.8,356,7.18,50,51,37,Cotton
29.6,60.7,257,5.69,54,26,34,Groundnut
24.3,61.9,362,6.5,50,43,64,Groundnut
30.2,73.0,479,6.95,44,36,46,Groundnut
24.6,44.3,318,7.31,35,43,42,Chickpea
28.5,59.8,354,7.68,67,38,83,Cotton
26.4,64.3,389,6.16,89,49,59,Maize
24.4,48.1,360,6.68,22,30,69,Chickpea
29.7,43.0,305,5.53,59,50,59,Millet
16.1,65.5,304,6.93,42,46,26,Barley
22.8,84.8,615,6.52,60,25,69,Rice
23.0,64.6,428,6.6,22,40,51,Chickpea
28.6,60.2,532,6.96,91,37,44,Maize
15.2,64.1,541,5.73,95,35,108,Potato
22.8,66.1,347,6.85,30,34,75,Soybean
21.0,59.2,398,7.01,56,26,37,Wheat
30.3,70.7,424,5.61,91,28,82,Cotton
22.6,61.3,449,6.23,61,52,62,Tomato
29.8,64.2,595,6.59,44,37,62,Soybean
21.3,51.5,335,7.04,89,40,47,Barley
17.8,57.1,367,6.32,61,38,26,Barley
26.8,70.0,344,6.97,69,60,50,Soybean
23.8,74.4,459,6.01,70,74,87,Potato
28.0,50.4,499,5.57,37,52,34,Groundnut
31.5,44.4,335,7.07,60,49,41,Millet
22.8,69.2,468,6.87,83,42,29,Barley
28.0,68.8,254,6.17,62,48,40,Wheat
16.9,45.8,342,6.77,65,21,67,Wheat
27.8,68.7,313,6.44,81,67,42,Maize
27.6,75.6,553,6.32,50,49,68,Soybean
26.0,71.2,503,5.89,71,26,50,Rice
25.3,40.9,252,7.07,87,34,36,Cotton
28.4,75.7,311,7.31,52,67,38,Soybean
22.1,50.0,437,7.02,25,54,39,Chickpea
29.7,51.8,425,6.28,40,57,55,Soybean
28.5,53.6,324,6.05,60,33,72,Maize
25.0,68.8,514,6.21,50,65,100,Tomato
22.7,64.1,394,7.32,53,34,77,Soybean
18.8,35.1,429,6.18,35,52,50,Barley
22.2,56.1,313,7.0,61,20,49,Barley
23.4,37.9,361,6.68,35,28,48,Chickpea
23.5,68.5,322,5.78,99,32,81,Tomato
20.5,66.1,509,6.45,69,56,93,Tomato
26.5,72.9,540,6.55,75,60,71,Tomato
